Image,Class
poligons_Jaunaudze\4114-35_4_tile_5376_8064.tif,6
poligons_Jaunaudze\4114-35_4_tile_5376_8736.tif,6
poligons_Parejas_zemes\4114-35_4_tile_5376_896.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5600_3136.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5600_3360.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5600_3584.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5600_4256.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5600_448.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5600_4480.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5600_4704.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5600_4928.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5600_5152.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5600_5376.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5600_6048.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5600_6272.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5600_6496.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5600_672.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5600_6720.tif,15
poligons_Mezs\4114-35_4_tile_5600_9184.tif,13
poligons_Parejas_zemes\4114-35_4_tile_5600_9632.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5824_2240.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5824_2464.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5824_2688.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5824_3360.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5824_3584.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5824_3808.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5824_4480.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5824_4704.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5824_4928.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5824_5152.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5824_5376.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5824_6048.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5824_6272.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5824_6496.tif,15
poligons_Parejas_zemes\4114-35_4_tile_5824_6720.tif,15
poligons_Mezs\4114-35_4_tile_5824_7168.tif,13
poligons_Mezs\4114-35_4_tile_5824_7392.tif,13
poligons_Mezs\4114-35_4_tile_5824_8736.tif,13
poligons_Mezs\4114-35_4_tile_5824_8960.tif,13
poligons_Mezs\4114-35_4_tile_5824_9184.tif,13
poligons_Parejas_zemes\4114-35_4_tile_5824_9632.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6048_1568.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6048_2240.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6048_2464.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6048_2688.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6048_3360.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6048_3584.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6048_3808.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6048_4032.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6048_4704.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6048_4928.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6048_5152.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6048_5376.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6048_6048.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6048_6272.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6048_6496.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6048_6720.tif,15
poligons_Mezs\4114-35_4_tile_6048_7392.tif,13
poligons_Mezs\4114-35_4_tile_6048_7616.tif,13
poligons_Mezs\4114-35_4_tile_6048_7840.tif,13
poligons_Mezs\4114-35_4_tile_6048_8960.tif,13
poligons_Parejas_zemes\4114-35_4_tile_6048_9632.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_1120.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_1344.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_1568.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_1792.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_2464.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_2688.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_2912.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_3584.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_3808.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_4032.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_4704.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_4928.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_5152.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_5376.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_6272.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_6496.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_6720.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_6944.tif,15
poligons_Mezs\4114-35_4_tile_6272_7840.tif,13
poligons_Mezs\4114-35_4_tile_6272_8064.tif,13
poligons_Mezs\4114-35_4_tile_6272_8288.tif,13
poligons_Parejas_zemes\4114-35_4_tile_6272_9408.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6272_9632.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_0.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_1120.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_1344.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_1568.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_1792.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_224.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_2464.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_2688.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_2912.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_3136.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_3808.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_4032.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_4256.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_448.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_4928.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_5152.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_5824.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_6944.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_7168.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6496_7392.tif,15
poligons_Mezs\4114-35_4_tile_6496_8512.tif,13
poligons_Mezs\4114-35_4_tile_6496_8736.tif,13
poligons_Parejas_zemes\4114-35_4_tile_6720_0.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_1344.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_1568.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_1792.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_2016.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_224.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_2688.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_2912.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_3136.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_3808.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_4032.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_4256.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_448.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_4480.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_4928.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_5152.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_5824.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_6048.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_6272.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_672.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_7392.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_7616.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_7840.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_8064.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_9184.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6720_9408.tif,15
poligons_Parejas_zemes\4114-35_4_tile_672_1344.tif,15
poligons_Parejas_zemes\4114-35_4_tile_672_1568.tif,15
poligons_Parejas_zemes\4114-35_4_tile_672_1792.tif,15
poligons_Parejas_zemes\4114-35_4_tile_672_2240.tif,15
poligons_Parejas_zemes\4114-35_4_tile_672_2464.tif,15
poligons_Parejas_zemes\4114-35_4_tile_672_2688.tif,15
poligons_Parejas_zemes\4114-35_4_tile_672_3584.tif,15
poligons_Parejas_zemes\4114-35_4_tile_672_3808.tif,15
poligons_Parejas_zemes\4114-35_4_tile_672_4256.tif,15
poligons_Parejas_zemes\4114-35_4_tile_672_4480.tif,15
poligons_Parejas_zemes\4114-35_4_tile_672_4704.tif,15
poligons_Parejas_zemes\4114-35_4_tile_672_4928.tif,15
poligons_Parejas_zemes\4114-35_4_tile_672_5152.tif,15
poligons_Parejas_zemes\4114-35_4_tile_672_5376.tif,15
poligons_Parejas_zemes\4114-35_4_tile_672_5824.tif,15
poligons_Parejas_zemes\4114-35_4_tile_672_6048.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_0.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_1568.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_1792.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_2016.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_224.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_2240.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_2912.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_3136.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_3360.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_4032.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_4256.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_448.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_4480.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_4704.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_4928.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_5152.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_5824.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_6048.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_6272.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_6496.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_672.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_6720.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_6944.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_7840.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_8064.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_8288.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_8512.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_8736.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_896.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_8960.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_9184.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_9408.tif,15
poligons_Parejas_zemes\4114-35_4_tile_6944_9632.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_0.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_1568.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_1792.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_2016.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_224.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_2240.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_2912.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_3136.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_3360.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_3584.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_4256.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_448.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_4480.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_4704.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_4928.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_5152.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_5600.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_5824.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_6048.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_6272.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_6496.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_672.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_6720.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_6944.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_7168.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_7392.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_8512.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_8736.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_896.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_8960.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_9184.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_9408.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7168_9632.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_0.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_1120.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_1568.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_1792.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_2016.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_224.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_2240.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_2464.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_3136.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_3360.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_3584.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_4256.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_448.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_4480.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_4704.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_4928.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_6048.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_6272.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_6496.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_672.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_6720.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_6944.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_7168.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_7392.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_7616.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_7840.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_896.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_8960.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_9184.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_9408.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7392_9632.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_0.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_1120.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_1792.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_2016.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_224.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_2240.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_2464.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_2688.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_3360.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_3584.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_3808.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_448.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_4480.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_4704.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_4928.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_5600.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_6496.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_672.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_6720.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_6944.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_7168.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_7392.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_7616.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_7840.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_8064.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_8288.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_896.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_9408.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7616_9632.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_0.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_1120.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_2016.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_224.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_2240.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_2464.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_2688.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_3360.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_3584.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_3808.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_4032.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_448.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_4704.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_4928.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_5600.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_5824.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_6048.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_672.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_6944.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_7168.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_7392.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_7616.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_7840.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_8064.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_8288.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_8512.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_8736.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_896.tif,15
poligons_Parejas_zemes\4114-35_4_tile_7840_8960.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_0.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_1120.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_1344.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_2016.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_224.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_2240.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_2464.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_2688.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_2912.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_3584.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_3808.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_4032.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_448.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_4704.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_4928.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_5376.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_5600.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_5824.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_6048.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_6272.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_6496.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_672.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_7616.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_7840.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_8064.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_8288.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_8512.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_8736.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_896.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_8960.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_9184.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8064_9408.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_0.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_1120.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_1344.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_1568.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_224.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_2240.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_2464.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_2688.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_2912.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_3136.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_3360.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_3584.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_3808.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_4032.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_4256.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_448.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_4704.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_5376.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_5600.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_5824.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_6048.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_6272.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_6496.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_672.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_6720.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_6944.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_8064.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_8288.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_8512.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_8736.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_896.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_8960.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_9184.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_9408.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8288_9632.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_0.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_1120.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_1344.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_1568.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_1792.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_224.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_2688.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_2912.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_3136.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_3360.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_3584.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_3808.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_4032.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_4256.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_448.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_4480.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_4704.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_5376.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_5600.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_5824.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_6048.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_6272.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_6496.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_672.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_6720.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_6944.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_7168.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_7392.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_7616.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_8512.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_8736.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_896.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_8960.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_9184.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_9408.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8512_9632.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8736_1120.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8736_1344.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8736_1568.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8736_1792.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8736_2016.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8736_224.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8736_2912.tif,15
poligons_Parejas_zemes\4114-35_4_tile_8736_3136.tif,15
